,Gene Symbol,HGNC ID,KEGG Pathways,# of Input Genes in Pathway,All Genes in Pathway,DGIdb #Interactions,DGIdb Interactions,DGIdb,CTD2 Interactions
1,No common pathways identified,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
